Directorate,Question Text,Response Answer,Response Score,Question Status,Assignment Category,Person Number,User Person Type,System Person Type,Enterprise Hire Date,Month,Response Text,Response (%),Response Status,Grade Name,Length Of Service,LOS Bands
Financial Planning dummy directorate,the Bank offers good opportunities for training and development ,Disagree,,Active,Standard full time,222512,Permanent,Employee,23/08/2021,2023 / 01,,1,Submitted,Scale G,1.539726027,0 - 5 Years
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Disagree,,Active,Standard full time,222512,Permanent,Employee,23/08/2021,2023 / 01,,1,Submitted,Scale G,1.539726027,0 - 5 Years
Financial Planning dummy directorate,I am able to work flexibly.,Disagree,,Active,Standard full time,222626,Permanent,Employee,04/10/2021,2023 / 02,,1,Submitted,Scale D,1.380821918,0 - 5 Years
Financial Planning dummy directorate,I would recommend my line manger to others,Agree,,Active,Standard full time,222626,Permanent,Employee,04/10/2021,2023 / 02,,1,Submitted,Scale D,1.380821918,0 - 5 Years
Financial Planning dummy directorate,I clearly understand what's expected of me in my role,Not Answered,,Active,Standard full time,222626,Permanent,Employee,04/10/2021,2023 / 02,,1,Submitted,Scale D,1.380821918,0 - 5 Years
Financial Planning dummy directorate,the Bank offers good opportunities for training and development ,Disagree,,Active,Standard full time,222626,Permanent,Employee,04/10/2021,2023 / 02,,1,Submitted,Scale D,1.380821918,0 - 5 Years
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Agree,,Active,Standard full time,222626,Permanent,Employee,04/10/2021,2023 / 02,,1,Submitted,Scale D,1.380821918,0 - 5 Years
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Agree,,Active,Standard full time,222652,Permanent,Employee,16/08/2021,2023 / 06,,1,Submitted,Scale I,1.904109589,0 - 5 Years
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Agree,,Active,Standard full time,222652,Permanent,Employee,16/08/2021,2023 / 06,,1,Submitted,Scale I,1.904109589,0 - 5 Years
Financial Planning dummy directorate,I am able to work flexibly.,Agree,,Active,Standard full time,222249,Permanent,Employee,06/09/2021,2022 / 12,,1,Submitted,Scale F,1.295890411,0 - 5 Years
Financial Planning dummy directorate,I would recommend my line manger to others,Agree,,Active,Standard full time,222249,Permanent,Employee,06/09/2021,2022 / 12,,1,Submitted,Scale F,1.295890411,0 - 5 Years
Financial Planning dummy directorate,I clearly understand what's expected of me in my role,Not Answered,,Active,Standard full time,222249,Permanent,Employee,06/09/2021,2022 / 12,,1,Submitted,Scale F,1.295890411,0 - 5 Years
Financial Planning dummy directorate,the Bank offers good opportunities for training and development ,Agree,,Active,Standard full time,222249,Permanent,Employee,06/09/2021,2022 / 12,,1,Submitted,Scale F,1.295890411,0 - 5 Years
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Agree,,Active,Standard full time,222249,Permanent,Employee,06/09/2021,2022 / 12,,1,Submitted,Scale F,1.295890411,0 - 5 Years
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Agree,,Active,Standard full time,222815,Permanent,Employee,08/11/2021,2023 / 03,,1,Submitted,Scale F,1.567123288,0 - 5 Years
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Disagree,,Active,Standard full time,222815,Permanent,Employee,08/11/2021,2023 / 03,,1,Submitted,Scale F,1.567123288,0 - 5 Years
Financial Planning dummy directorate,I am able to work flexibly.,Strongly Disagree,,Active,Standard full time,222892,Permanent,Employee,18/10/2021,2023 / 01,,1,Submitted,Scale F,1.41369863,0 - 5 Years
Financial Planning dummy directorate,I would recommend my line manger to others,Agree,,Active,Standard full time,222892,Permanent,Employee,18/10/2021,2023 / 01,,1,Submitted,Scale F,1.41369863,0 - 5 Years
Financial Planning dummy directorate,I clearly understand what's expected of me in my role,Not Answered,,Active,Standard full time,222892,Permanent,Employee,18/10/2021,2023 / 01,,1,Submitted,Scale F,1.41369863,0 - 5 Years
Financial Planning dummy directorate,the Bank offers good opportunities for training and development ,Strongly Disagree,,Active,Standard full time,222892,Permanent,Employee,18/10/2021,2023 / 01,,1,Submitted,Scale F,1.41369863,0 - 5 Years
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Disagree,,Active,Standard full time,222892,Permanent,Employee,18/10/2021,2023 / 01,,1,Submitted,Scale F,1.41369863,0 - 5 Years
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Agree,,Active,Standard full time,224009,Permanent,Employee,18/10/2021,2023 / 04,,1,Submitted,Scale I,1.493150685,0 - 5 Years
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Strongly Disagree,,Active,Standard full time,224009,Permanent,Employee,18/10/2021,2023 / 04,,1,Submitted,Scale I,1.493150685,0 - 5 Years
Financial Planning dummy directorate,I am able to work flexibly.,Strongly Agree,,Active,Standard full time,224012,Permanent,Employee,10/01/2022,2023 / 01,,1,Submitted,Scale F,1.161643836,0 - 5 Years
Financial Planning dummy directorate,I would recommend my line manger to others,Strongly Agree,,Active,Standard full time,224012,Permanent,Employee,10/01/2022,2023 / 01,,1,Submitted,Scale F,1.161643836,0 - 5 Years
Financial Planning dummy directorate,I clearly understand what's expected of me in my role,Not Answered,,Active,Standard full time,224012,Permanent,Employee,10/01/2022,2023 / 01,,1,Submitted,Scale F,1.161643836,0 - 5 Years
Financial Planning dummy directorate,the Bank offers good opportunities for training and development ,Strongly Agree,,Active,Standard full time,224012,Permanent,Employee,10/01/2022,2023 / 01,,1,Submitted,Scale F,1.161643836,0 - 5 Years
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Strongly Agree,,Active,Standard full time,224012,Permanent,Employee,10/01/2022,2023 / 01,,1,Submitted,Scale F,1.161643836,0 - 5 Years
Financial Planning dummy directorate,I am able to work flexibly.,Agree,,Active,Standard full time,224062,Permanent,Employee,25/10/2021,2023 / 02,,1,Submitted,Scale G,1.345205479,0 - 5 Years
Financial Planning dummy directorate,I would recommend my line manger to others,Agree,,Active,Standard full time,224062,Permanent,Employee,25/10/2021,2023 / 02,,1,Submitted,Scale G,1.345205479,0 - 5 Years
Financial Planning dummy directorate,I clearly understand what's expected of me in my role,Not Answered,,Active,Standard full time,224062,Permanent,Employee,25/10/2021,2023 / 02,,1,Submitted,Scale G,1.345205479,0 - 5 Years
Financial Planning dummy directorate,the Bank offers good opportunities for training and development ,Agree,,Active,Standard full time,224062,Permanent,Employee,25/10/2021,2023 / 02,,1,Submitted,Scale G,1.345205479,0 - 5 Years
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Agree,,Active,Standard full time,224062,Permanent,Employee,25/10/2021,2023 / 02,,1,Submitted,Scale G,1.345205479,0 - 5 Years
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Agree,,Active,Standard full time,224096,Fixed-term,Employee,08/11/2021,2023 / 05,,1,Submitted,Scale G,1.802739726,0 - 5 Years
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Agree,,Active,Standard full time,224096,Fixed-term,Employee,08/11/2021,2023 / 05,,1,Submitted,Scale G,1.802739726,0 - 5 Years
Financial Planning dummy directorate,I am able to work flexibly.,Disagree,,Active,Standard full time,224288,Permanent,Employee,13/12/2021,2023 / 01,,1,Submitted,Scale E,1.082191781,0 - 5 Years
Financial Planning dummy directorate,I would recommend my line manger to others,Agree,,Active,Standard full time,224288,Permanent,Employee,13/12/2021,2023 / 01,,1,Submitted,Scale E,1.082191781,0 - 5 Years
Financial Planning dummy directorate,I clearly understand what's expected of me in my role,Not Answered,,Active,Standard full time,224288,Permanent,Employee,13/12/2021,2023 / 01,,1,Submitted,Scale E,1.082191781,0 - 5 Years
Financial Planning dummy directorate,the Bank offers good opportunities for training and development ,Strongly Disagree,,Active,Standard full time,224288,Permanent,Employee,13/12/2021,2023 / 01,,1,Submitted,Scale E,1.082191781,0 - 5 Years
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Strongly Agree,,Active,Standard full time,224288,Permanent,Employee,13/12/2021,2023 / 01,,1,Submitted,Scale E,1.082191781,0 - 5 Years
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Not Answered,,Active,Standard full time,224202,Permanent,Employee,31/01/2022,2023 / 05,,1,Submitted,Scale E,1.397260274,0 - 5 Years
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Not Answered,,Active,Standard full time,224202,Permanent,Employee,31/01/2022,2023 / 05,,1,Submitted,Scale E,1.397260274,0 - 5 Years
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Strongly Agree,,Active,Standard full time,224220,Permanent,Employee,24/01/2022,2023 / 03,,1,Submitted,Scale E,1.189041096,0 - 5 Years
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Strongly Agree,,Active,Standard full time,224220,Permanent,Employee,24/01/2022,2023 / 03,,1,Submitted,Scale E,1.189041096,0 - 5 Years
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Agree,,Active,Standard part time,224222,Permanent,Employee,29/11/2021,2023 / 05,,1,Submitted,Scale G,1.654794521,0 - 5 Years
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Not Answered,,Active,Standard part time,224222,Permanent,Employee,29/11/2021,2023 / 05,,1,Submitted,Scale G,1.654794521,0 - 5 Years
Financial Planning dummy directorate,I am able to work flexibly.,Disagree,,Active,Standard full time,224245,Permanent,Employee,10/01/2022,2022 / 12,,1,Submitted,Scale G,1.142465753,0 - 5 Years
Financial Planning dummy directorate,I would recommend my line manger to others,Agree,,Active,Standard full time,224245,Permanent,Employee,10/01/2022,2022 / 12,,1,Submitted,Scale G,1.142465753,0 - 5 Years
Financial Planning dummy directorate,I clearly understand what's expected of me in my role,Not Answered,,Active,Standard full time,224245,Permanent,Employee,10/01/2022,2022 / 12,,1,Submitted,Scale G,1.142465753,0 - 5 Years
Financial Planning dummy directorate,the Bank offers good opportunities for training and development ,Agree,,Active,Standard full time,224245,Permanent,Employee,10/01/2022,2022 / 12,,1,Submitted,Scale G,1.142465753,0 - 5 Years
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Agree,,Active,Standard full time,224245,Permanent,Employee,10/01/2022,2022 / 12,,1,Submitted,Scale G,1.142465753,0 - 5 Years
Financial Planning dummy directorate,I am able to work flexibly.,Strongly Disagree,,Active,Standard full time,224280,Permanent,Employee,28/02/2022,2023 / 01,,1,Submitted,Scale F,0.893150685,0 - 5 Years
Financial Planning dummy directorate,I would recommend my line manger to others,Agree,,Active,Standard full time,224280,Permanent,Employee,28/02/2022,2023 / 01,,1,Submitted,Scale F,0.893150685,0 - 5 Years
Financial Planning dummy directorate,I clearly understand what's expected of me in my role,Strongly Disagree,,Active,Standard full time,224280,Permanent,Employee,28/02/2022,2023 / 01,,1,Submitted,Scale F,0.893150685,0 - 5 Years
Financial Planning dummy directorate,the Bank offers good opportunities for training and development ,Disagree,,Active,Standard full time,224280,Permanent,Employee,28/02/2022,2023 / 01,,1,Submitted,Scale F,0.893150685,0 - 5 Years
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Agree,,Active,Standard full time,224280,Permanent,Employee,28/02/2022,2023 / 01,,1,Submitted,Scale F,0.893150685,0 - 5 Years
Financial Planning dummy directorate,I am able to work flexibly.,Agree,,Active,Standard full time,224465,Permanent,Employee,07/02/2022,2022 / 11,,1,Submitted,Scale F,1.008219178,0 - 5 Years
Financial Planning dummy directorate,I would recommend my line manger to others,Strongly Agree,,Active,Standard full time,224465,Permanent,Employee,07/02/2022,2022 / 11,,1,Submitted,Scale F,1.008219178,0 - 5 Years
Financial Planning dummy directorate,I clearly understand what's expected of me in my role,Not Answered,,Active,Standard full time,224465,Permanent,Employee,07/02/2022,2022 / 11,,1,Submitted,Scale F,1.008219178,0 - 5 Years
Financial Planning dummy directorate,the Bank offers good opportunities for training and development ,Agree,,Active,Standard full time,224465,Permanent,Employee,07/02/2022,2022 / 11,,1,Submitted,Scale F,1.008219178,0 - 5 Years
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Not Answered,,Active,Standard full time,224465,Permanent,Employee,07/02/2022,2022 / 11,,1,Submitted,Scale F,1.008219178,0 - 5 Years
Financial Planning dummy directorate,I am able to work flexibly.,Strongly Agree,,Active,Standard full time,224422,Permanent,Employee,20/12/2021,2023 / 03,,1,Submitted,Scale D,1.391780822,0 - 5 Years
Financial Planning dummy directorate,I would recommend my line manger to others,Strongly Agree,,Active,Standard full time,224422,Permanent,Employee,20/12/2021,2023 / 03,,1,Submitted,Scale D,1.391780822,0 - 5 Years
Financial Planning dummy directorate,I clearly understand what's expected of me in my role,Not Answered,,Active,Standard full time,224422,Permanent,Employee,20/12/2021,2023 / 03,,1,Submitted,Scale D,1.391780822,0 - 5 Years
Financial Planning dummy directorate,the Bank offers good opportunities for training and development ,Agree,,Active,Standard full time,224422,Permanent,Employee,20/12/2021,2023 / 03,,1,Submitted,Scale D,1.391780822,0 - 5 Years
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Agree,,Active,Standard full time,224422,Permanent,Employee,20/12/2021,2023 / 03,,1,Submitted,Scale D,1.391780822,0 - 5 Years
Financial Planning dummy directorate,I am able to work flexibly.,Disagree,,Active,Standard full time,224692,Permanent,Employee,31/01/2022,2022 / 12,,1,Submitted,Scale F,0.915068493,0 - 5 Years
Financial Planning dummy directorate,I would recommend my line manger to others,Strongly Agree,,Active,Standard full time,224692,Permanent,Employee,31/01/2022,2022 / 12,,1,Submitted,Scale F,0.915068493,0 - 5 Years
Financial Planning dummy directorate,I clearly understand what's expected of me in my role,Not Answered,,Active,Standard full time,224692,Permanent,Employee,31/01/2022,2022 / 12,,1,Submitted,Scale F,0.915068493,0 - 5 Years
Financial Planning dummy directorate,the Bank offers good opportunities for training and development ,Strongly Agree,,Active,Standard full time,224692,Permanent,Employee,31/01/2022,2022 / 12,,1,Submitted,Scale F,0.915068493,0 - 5 Years
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Strongly Agree,,Active,Standard full time,224692,Permanent,Employee,31/01/2022,2022 / 12,,1,Submitted,Scale F,0.915068493,0 - 5 Years
Financial Planning dummy directorate,I am able to work flexibly.,Agree,,Active,Standard full time,224246,Permanent,Employee,07/02/2022,2023 / 01,,1,Submitted,Scale G,1.142465753,0 - 5 Years
Financial Planning dummy directorate,I would recommend my line manger to others,Strongly Agree,,Active,Standard full time,224246,Permanent,Employee,07/02/2022,2023 / 01,,1,Submitted,Scale G,1.142465753,0 - 5 Years
Financial Planning dummy directorate,I clearly understand what's expected of me in my role,Not Answered,,Active,Standard full time,224246,Permanent,Employee,07/02/2022,2023 / 01,,1,Submitted,Scale G,1.142465753,0 - 5 Years
Financial Planning dummy directorate,the Bank offers good opportunities for training and development ,Disagree,,Active,Standard full time,224246,Permanent,Employee,07/02/2022,2023 / 01,,1,Submitted,Scale G,1.142465753,0 - 5 Years
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Disagree,,Active,Standard full time,224246,Permanent,Employee,07/02/2022,2023 / 01,,1,Submitted,Scale G,1.142465753,0 - 5 Years
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Strongly Agree,,Active,Standard full time,224824,Permanent,Employee,19/04/2022,2023 / 04,,1,Submitted,Scale F,1.120547945,0 - 5 Years
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Agree,,Active,Standard full time,224824,Permanent,Employee,19/04/2022,2023 / 04,,1,Submitted,Scale F,1.120547945,0 - 5 Years
Financial Planning dummy directorate,I am able to work flexibly.,Agree,,Active,Standard full time,224824,Fixed-term,Employee,28/02/2022,2022 / 12,,1,Submitted,Scale J,0.860273973,0 - 5 Years
Financial Planning dummy directorate,I would recommend my line manger to others,Agree,,Active,Standard full time,224824,Fixed-term,Employee,28/02/2022,2022 / 12,,1,Submitted,Scale J,0.860273973,0 - 5 Years
Financial Planning dummy directorate,I clearly understand what's expected of me in my role,Not Answered,,Active,Standard full time,224824,Fixed-term,Employee,28/02/2022,2022 / 12,,1,Submitted,Scale J,0.860273973,0 - 5 Years
Financial Planning dummy directorate,the Bank offers good opportunities for training and development ,Agree,,Active,Standard full time,224824,Fixed-term,Employee,28/02/2022,2022 / 12,,1,Submitted,Scale J,0.860273973,0 - 5 Years
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Agree,,Active,Standard full time,224824,Fixed-term,Employee,28/02/2022,2022 / 12,,1,Submitted,Scale J,0.860273973,0 - 5 Years
Financial Planning dummy directorate,I am able to work flexibly.,Strongly Agree,,Active,Standard full time,224862,Fixed-term,Employee,07/03/2022,2022 / 12,,1,Submitted,Scale G,1.008219178,0 - 5 Years
Financial Planning dummy directorate,I would recommend my line manger to others,Strongly Agree,,Active,Standard full time,224862,Fixed-term,Employee,07/03/2022,2022 / 12,,1,Submitted,Scale G,1.008219178,0 - 5 Years
Financial Planning dummy directorate,I clearly understand what's expected of me in my role,Not Answered,,Active,Standard full time,224862,Fixed-term,Employee,07/03/2022,2022 / 12,,1,Submitted,Scale G,1.008219178,0 - 5 Years
Financial Planning dummy directorate,the Bank offers good opportunities for training and development ,Strongly Agree,,Active,Standard full time,224862,Fixed-term,Employee,07/03/2022,2022 / 12,,1,Submitted,Scale G,1.008219178,0 - 5 Years
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Strongly Agree,,Active,Standard full time,224862,Fixed-term,Employee,07/03/2022,2022 / 12,,1,Submitted,Scale G,1.008219178,0 - 5 Years
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Strongly Agree,,Active,Standard full time,224884,Permanent,Employee,28/02/2022,2023 / 09,,1,Submitted,Scale H,1.564383562,0 - 5 Years
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Disagree,,Active,Standard full time,224884,Permanent,Employee,28/02/2022,2023 / 09,,1,Submitted,Scale H,1.564383562,0 - 5 Years
Financial Planning dummy directorate,I am able to work flexibly.,Disagree,,Active,Standard full time,224929,Permanent,Employee,21/03/2022,2023 / 02,,1,Submitted,Scale E,1.161643836,0 - 5 Years
Financial Planning dummy directorate,I would recommend my line manger to others,Prefer not to say,,Active,Standard full time,224929,Permanent,Employee,21/03/2022,2023 / 02,,1,Submitted,Scale E,1.161643836,0 - 5 Years
Financial Planning dummy directorate,I clearly understand what's expected of me in my role,Not Answered,,Active,Standard full time,224929,Permanent,Employee,21/03/2022,2023 / 02,,1,Submitted,Scale E,1.161643836,0 - 5 Years
Financial Planning dummy directorate,the Bank offers good opportunities for training and development ,Disagree,,Active,Standard full time,224929,Permanent,Employee,21/03/2022,2023 / 02,,1,Submitted,Scale E,1.161643836,0 - 5 Years
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Agree,,Active,Standard full time,224929,Permanent,Employee,21/03/2022,2023 / 02,,1,Submitted,Scale E,1.161643836,0 - 5 Years
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Disagree,,Active,Standard full time,225244,Fixed-term,Employee,13/06/2022,2023 / 06,,1,Submitted,Scale G,1.076712329,0 - 5 Years
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Disagree,,Active,Standard full time,225244,Fixed-term,Employee,13/06/2022,2023 / 06,,1,Submitted,Scale G,1.076712329,0 - 5 Years
Financial Planning dummy directorate,I am able to work flexibly.,Agree,,Active,Standard full time,225260,Permanent,Employee,13/06/2022,2022 / 12,,1,Submitted,Scale F,0.567123288,0 - 5 Years
Financial Planning dummy directorate,I would recommend my line manger to others,Prefer not to say,,Active,Standard full time,225260,Permanent,Employee,13/06/2022,2022 / 12,,1,Submitted,Scale F,0.567123288,0 - 5 Years
Financial Planning dummy directorate,I clearly understand what's expected of me in my role,Not Answered,,Active,Standard full time,225260,Permanent,Employee,13/06/2022,2022 / 12,,1,Submitted,Scale F,0.567123288,0 - 5 Years
Financial Planning dummy directorate,the Bank offers good opportunities for training and development ,Disagree,,Active,Standard full time,225260,Permanent,Employee,13/06/2022,2022 / 12,,1,Submitted,Scale F,0.567123288,0 - 5 Years
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Agree,,Active,Standard full time,225260,Permanent,Employee,13/06/2022,2022 / 12,,1,Submitted,Scale F,0.567123288,0 - 5 Years
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Strongly Agree,,Active,Standard full time,225262,Fixed-term,Employee,06/06/2022,2023 / 06,,1,Submitted,Scale G,1.142465753,0 - 5 Years
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Strongly Agree,,Active,Standard full time,225262,Fixed-term,Employee,06/06/2022,2023 / 06,,1,Submitted,Scale G,1.142465753,0 - 5 Years
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Agree,,Active,Standard full time,225224,Permanent,Employee,16/05/2022,2023 / 04,,1,Submitted,Scale G,1.005479452,0 - 5 Years
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Agree,,Active,Standard full time,225224,Permanent,Employee,16/05/2022,2023 / 04,,1,Submitted,Scale G,1.005479452,0 - 5 Years
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Agree,,Active,Standard full time,225469,Permanent,Employee,23/05/2022,2023 / 07,,1,Submitted,Scale I,1.254794521,0 - 5 Years
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Disagree,,Active,Standard full time,225469,Permanent,Employee,23/05/2022,2023 / 07,,1,Submitted,Scale I,1.254794521,0 - 5 Years
Financial Planning dummy directorate,I am able to work flexibly.,Not Answered,,Active,Standard full time,225502,Permanent,Employee,06/06/2022,2022 / 12,,1,Submitted,Scale F,0.509589041,0 - 5 Years
Financial Planning dummy directorate,I would recommend my line manger to others,Not Answered,,Active,Standard full time,225502,Permanent,Employee,06/06/2022,2022 / 12,,1,Submitted,Scale F,0.509589041,0 - 5 Years
Financial Planning dummy directorate,I clearly understand what's expected of me in my role,Not Answered,,Active,Standard full time,225502,Permanent,Employee,06/06/2022,2022 / 12,,1,Submitted,Scale F,0.509589041,0 - 5 Years
Financial Planning dummy directorate,the Bank offers good opportunities for training and development ,Not Answered,,Active,Standard full time,225502,Permanent,Employee,06/06/2022,2022 / 12,,1,Submitted,Scale F,0.509589041,0 - 5 Years
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Not Answered,,Active,Standard full time,225502,Permanent,Employee,06/06/2022,2022 / 12,,1,Submitted,Scale F,0.509589041,0 - 5 Years
Financial Planning dummy directorate,I am able to work flexibly.,Agree,,Active,Standard full time,225542,Fixed-term,Employee,27/06/2022,2023 / 08,,1,Submitted,Scale H,0.145205479,0 - 5 Years
Financial Planning dummy directorate,I would recommend my line manger to others,Strongly Agree,,Active,Standard full time,225542,Fixed-term,Employee,27/06/2022,2023 / 08,,1,Submitted,Scale H,0.145205479,0 - 5 Years
Financial Planning dummy directorate,I clearly understand what's expected of me in my role,Not Answered,,Active,Standard full time,225542,Fixed-term,Employee,27/06/2022,2023 / 08,,1,Submitted,Scale H,0.145205479,0 - 5 Years
Financial Planning dummy directorate,the Bank offers good opportunities for training and development ,Agree,,Active,Standard full time,225542,Fixed-term,Employee,27/06/2022,2023 / 08,,1,Submitted,Scale H,0.145205479,0 - 5 Years
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Prefer not to say,,Active,Standard full time,225542,Fixed-term,Employee,27/06/2022,2023 / 08,,1,Submitted,Scale H,0.145205479,0 - 5 Years
Financial Planning dummy directorate,I am able to work flexibly.,Agree,,Active,Standard full time,225596,Permanent,Employee,04/07/2022,2023 / 03,,1,Submitted,Scale F,0.797260274,0 - 5 Years
Financial Planning dummy directorate,I would recommend my line manger to others,Agree,,Active,Standard full time,225596,Permanent,Employee,04/07/2022,2023 / 03,,1,Submitted,Scale F,0.797260274,0 - 5 Years
Financial Planning dummy directorate,I clearly understand what's expected of me in my role,Agree,,Active,Standard full time,225596,Permanent,Employee,04/07/2022,2023 / 03,,1,Submitted,Scale F,0.797260274,0 - 5 Years
Financial Planning dummy directorate,the Bank offers good opportunities for training and development ,Agree,,Active,Standard full time,225596,Permanent,Employee,04/07/2022,2023 / 03,,1,Submitted,Scale F,0.797260274,0 - 5 Years
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Agree,,Active,Standard full time,225596,Permanent,Employee,04/07/2022,2023 / 03,,1,Submitted,Scale F,0.797260274,0 - 5 Years
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Strongly Agree,,Active,Standard full time,225644,Permanent,Employee,01/08/2022,2023 / 04,,1,Submitted,Scale F,0.830136986,0 - 5 Years
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Disagree,,Active,Standard full time,225644,Permanent,Employee,01/08/2022,2023 / 04,,1,Submitted,Scale F,0.830136986,0 - 5 Years
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Agree,,Active,Standard full time,225826,Permanent,Employee,11/07/2022,2023 / 07,,1,Submitted,Scale G,1.265753425,0 - 5 Years
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Agree,,Active,Standard full time,225826,Permanent,Employee,11/07/2022,2023 / 07,,1,Submitted,Scale G,1.265753425,0 - 5 Years
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Not Answered,,Active,Standard full time,225925,Permanent,Employee,04/07/2022,2023 / 10,,1,Submitted,Scale I,1.276712329,0 - 5 Years
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Not Answered,,Active,Standard full time,225925,Permanent,Employee,04/07/2022,2023 / 10,,1,Submitted,Scale I,1.276712329,0 - 5 Years
Financial Planning dummy directorate,I am able to work flexibly.,Agree,,Active,Standard part time,226010,Fixed-term,Employee,11/07/2022,2022 / 12,,1,Submitted,Scale F,0.501369863,0 - 5 Years
Financial Planning dummy directorate,I would recommend my line manger to others,Strongly Agree,,Active,Standard part time,226010,Fixed-term,Employee,11/07/2022,2022 / 12,,1,Submitted,Scale F,0.501369863,0 - 5 Years
Financial Planning dummy directorate,I clearly understand what's expected of me in my role,Not Answered,,Active,Standard part time,226010,Fixed-term,Employee,11/07/2022,2022 / 12,,1,Submitted,Scale F,0.501369863,0 - 5 Years
Financial Planning dummy directorate,the Bank offers good opportunities for training and development ,Agree,,Active,Standard part time,226010,Fixed-term,Employee,11/07/2022,2022 / 12,,1,Submitted,Scale F,0.501369863,0 - 5 Years
Financial Planning dummy directorate,Senior leaders (Governors and Executives) demonstrate a visible commitment to diversity.,Strongly Agree,,Active,Standard part time,226010,Fixed-term,Employee,11/07/2022,2022 / 12,,1,Submitted,Scale F,0.501369863,0 - 5 Years
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,Agree,,Active,Standard full time,226042,Permanent,Employee,10/10/2022,2023 / 03,,1,Submitted,Scale G,0.484931507,0 - 5 Years
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",Agree,,Active,Standard full time,226042,Permanent,Employee,10/10/2022,2023 / 03,,1,Submitted,Scale G,0.484931507,0 - 5 Years
Financial Planning dummy directorate,I am able to work flexibly.,Strongly Disagree,,Active,Standard full time,226194,Permanent,Employee,26/09/2022,2023 / 02,,1,Submitted,Scale F,0.432876712,0 - 5 Years
