Directorate,Question Text,Question Text Group,Response Answer,Assignment Category,Person Number,Termination Date,Allocation Date,User Person Type,Enterprise Hire Date,Month,Response Text,Response Date and Time,Grade Name,Length Of Service
Financial Planning dummy directorate,I have been suitably equipped to do my job.,About the leaver’s role,Strongly Agree,Standard full time,774096,28/08/2023,23/05/2023,Fixed-term,08/11/2021,2023 / 05,,23/05/2023,Scale G,1.802739726
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",About the leaver’s role,Agree,Standard full time,774096,28/08/2023,23/05/2023,Fixed-term,08/11/2021,2023 / 05,,23/05/2023,Scale G,1.802739726
Financial Planning dummy directorate,I felt equipped with the appropriate resources and tools to effectively carry out my role,About the leaver’s role,Disagree,Standard full time,774288,12/01/2023,14/12/2022,Permanent,13/12/2021,2023 / 01,,06/01/2023,Scale E,1.082191781
Financial Planning dummy directorate,I felt supported by my managers,About the leaver’s role,Agree,Standard full time,774288,12/01/2023,14/12/2022,Permanent,13/12/2021,2023 / 01,,06/01/2023,Scale E,1.082191781
Financial Planning dummy directorate,I was able to stay on top of the demands of the job and achieve an appropriate work life balance,About the leaver’s role,Not Answered,Standard full time,774288,12/01/2023,14/12/2022,Permanent,13/12/2021,2023 / 01,,06/01/2023,Scale E,1.082191781
Financial Planning dummy directorate,"My knowledge, skills and experience were utilised effectively in the role",About the leaver’s role,Strongly Disagree,Standard full time,774288,12/01/2023,14/12/2022,Permanent,13/12/2021,2023 / 01,,06/01/2023,Scale E,1.082191781
Financial Planning dummy directorate,My role was considered important within the Bank and made a difference,About the leaver’s role,Strongly Agree,Standard full time,774288,12/01/2023,14/12/2022,Permanent,13/12/2021,2023 / 01,,06/01/2023,Scale E,1.082191781
Financial Planning dummy directorate,I am satisfied with the way I have been managed.,About the leaver’s role,Not Answered,Standard full time,774707,25/06/2023,24/05/2023,Permanent,31/01/2022,2023 / 05,,24/05/2023,Scale E,1.397260274
Financial Planning dummy directorate,I have been able to make the best of my skills and knowledge.,About the leaver’s role,Not Answered,Standard full time,774707,25/06/2023,24/05/2023,Permanent,31/01/2022,2023 / 05,,24/05/2023,Scale E,1.397260274
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,About the leaver’s role,Not Answered,Standard full time,774707,25/06/2023,24/05/2023,Permanent,31/01/2022,2023 / 05,,24/05/2023,Scale E,1.397260274
Financial Planning dummy directorate,I have been suitably equipped to do my job.,About the leaver’s role,Not Answered,Standard full time,774707,25/06/2023,24/05/2023,Permanent,31/01/2022,2023 / 05,,24/05/2023,Scale E,1.397260274
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",About the leaver’s role,Not Answered,Standard full time,774707,25/06/2023,24/05/2023,Permanent,31/01/2022,2023 / 05,,24/05/2023,Scale E,1.397260274
Financial Planning dummy directorate,I am satisfied with the way I have been managed.,About the leaver’s role,Strongly Agree,Standard full time,774770,03/04/2023,29/03/2023,Permanent,24/01/2022,2023 / 03,,29/03/2023,Scale E,1.189041096
Financial Planning dummy directorate,I have been able to make the best of my skills and knowledge.,About the leaver’s role,Strongly Agree,Standard full time,774770,03/04/2023,29/03/2023,Permanent,24/01/2022,2023 / 03,,29/03/2023,Scale E,1.189041096
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,About the leaver’s role,Strongly Agree,Standard full time,774770,03/04/2023,29/03/2023,Permanent,24/01/2022,2023 / 03,,29/03/2023,Scale E,1.189041096
Financial Planning dummy directorate,I have been suitably equipped to do my job.,About the leaver’s role,Strongly Agree,Standard full time,774770,03/04/2023,29/03/2023,Permanent,24/01/2022,2023 / 03,,29/03/2023,Scale E,1.189041096
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",About the leaver’s role,Strongly Agree,Standard full time,774770,03/04/2023,29/03/2023,Permanent,24/01/2022,2023 / 03,,29/03/2023,Scale E,1.189041096
Financial Planning dummy directorate,I am satisfied with the way I have been managed.,About the leaver’s role,Agree,Standard part time,774772,26/07/2023,27/04/2023,Permanent,29/11/2021,2023 / 05,,01/05/2023,Scale G,1.654794521
Financial Planning dummy directorate,I have been able to make the best of my skills and knowledge.,About the leaver’s role,Disagree,Standard part time,774772,26/07/2023,27/04/2023,Permanent,29/11/2021,2023 / 05,,01/05/2023,Scale G,1.654794521
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,About the leaver’s role,Agree,Standard part time,774772,26/07/2023,27/04/2023,Permanent,29/11/2021,2023 / 05,,01/05/2023,Scale G,1.654794521
Financial Planning dummy directorate,I have been suitably equipped to do my job.,About the leaver’s role,Agree,Standard part time,774772,26/07/2023,27/04/2023,Permanent,29/11/2021,2023 / 05,,01/05/2023,Scale G,1.654794521
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",About the leaver’s role,Not Answered,Standard part time,774772,26/07/2023,27/04/2023,Permanent,29/11/2021,2023 / 05,,01/05/2023,Scale G,1.654794521
Financial Planning dummy directorate,I felt equipped with the appropriate resources and tools to effectively carry out my role,About the leaver’s role,Disagree,Standard full time,774745,03/03/2023,08/12/2022,Permanent,10/01/2022,2022 / 12,,12/12/2022,Scale G,1.142465753
Financial Planning dummy directorate,I felt supported by my managers,About the leaver’s role,Agree,Standard full time,774745,03/03/2023,08/12/2022,Permanent,10/01/2022,2022 / 12,,12/12/2022,Scale G,1.142465753
Financial Planning dummy directorate,I was able to stay on top of the demands of the job and achieve an appropriate work life balance,About the leaver’s role,Not Answered,Standard full time,774745,03/03/2023,08/12/2022,Permanent,10/01/2022,2022 / 12,,12/12/2022,Scale G,1.142465753
Financial Planning dummy directorate,"My knowledge, skills and experience were utilised effectively in the role",About the leaver’s role,Agree,Standard full time,774745,03/03/2023,08/12/2022,Permanent,10/01/2022,2022 / 12,,12/12/2022,Scale G,1.142465753
Financial Planning dummy directorate,My role was considered important within the Bank and made a difference,About the leaver’s role,Agree,Standard full time,774745,03/03/2023,08/12/2022,Permanent,10/01/2022,2022 / 12,,12/12/2022,Scale G,1.142465753
Financial Planning dummy directorate,I felt equipped with the appropriate resources and tools to effectively carry out my role,About the leaver’s role,Strongly Disagree,Standard full time,774780,20/01/2023,07/11/2022,Permanent,28/02/2022,2023 / 01,,19/01/2023,Scale F,0.893150685
Financial Planning dummy directorate,I felt supported by my managers,About the leaver’s role,Agree,Standard full time,774780,20/01/2023,07/11/2022,Permanent,28/02/2022,2023 / 01,,19/01/2023,Scale F,0.893150685
Financial Planning dummy directorate,I was able to stay on top of the demands of the job and achieve an appropriate work life balance,About the leaver’s role,Strongly Disagree,Standard full time,774780,20/01/2023,07/11/2022,Permanent,28/02/2022,2023 / 01,,19/01/2023,Scale F,0.893150685
Financial Planning dummy directorate,"My knowledge, skills and experience were utilised effectively in the role",About the leaver’s role,Disagree,Standard full time,774780,20/01/2023,07/11/2022,Permanent,28/02/2022,2023 / 01,,19/01/2023,Scale F,0.893150685
Financial Planning dummy directorate,My role was considered important within the Bank and made a difference,About the leaver’s role,Agree,Standard full time,774780,20/01/2023,07/11/2022,Permanent,28/02/2022,2023 / 01,,19/01/2023,Scale F,0.893150685
Financial Planning dummy directorate,I felt equipped with the appropriate resources and tools to effectively carry out my role,About the leaver’s role,Agree,Standard full time,774465,10/02/2023,29/11/2022,Permanent,07/02/2022,2022 / 11,,29/11/2022,Scale F,1.008219178
Financial Planning dummy directorate,I felt supported by my managers,About the leaver’s role,Strongly Agree,Standard full time,774465,10/02/2023,29/11/2022,Permanent,07/02/2022,2022 / 11,,29/11/2022,Scale F,1.008219178
Financial Planning dummy directorate,I was able to stay on top of the demands of the job and achieve an appropriate work life balance,About the leaver’s role,Not Answered,Standard full time,774465,10/02/2023,29/11/2022,Permanent,07/02/2022,2022 / 11,,29/11/2022,Scale F,1.008219178
Financial Planning dummy directorate,"My knowledge, skills and experience were utilised effectively in the role",About the leaver’s role,Agree,Standard full time,774465,10/02/2023,29/11/2022,Permanent,07/02/2022,2022 / 11,,29/11/2022,Scale F,1.008219178
Financial Planning dummy directorate,My role was considered important within the Bank and made a difference,About the leaver’s role,Not Answered,Standard full time,774465,10/02/2023,29/11/2022,Permanent,07/02/2022,2022 / 11,,29/11/2022,Scale F,1.008219178
Financial Planning dummy directorate,I felt equipped with the appropriate resources and tools to effectively carry out my role,About the leaver’s role,Strongly Agree,Standard full time,774477,12/05/2023,07/03/2023,Permanent,20/12/2021,2023 / 03,,28/03/2023,Scale D,1.391780822
Financial Planning dummy directorate,I felt supported by my managers,About the leaver’s role,Strongly Agree,Standard full time,774477,12/05/2023,07/03/2023,Permanent,20/12/2021,2023 / 03,,28/03/2023,Scale D,1.391780822
Financial Planning dummy directorate,I was able to stay on top of the demands of the job and achieve an appropriate work life balance,About the leaver’s role,Not Answered,Standard full time,774477,12/05/2023,07/03/2023,Permanent,20/12/2021,2023 / 03,,28/03/2023,Scale D,1.391780822
Financial Planning dummy directorate,"My knowledge, skills and experience were utilised effectively in the role",About the leaver’s role,Agree,Standard full time,774477,12/05/2023,07/03/2023,Permanent,20/12/2021,2023 / 03,,28/03/2023,Scale D,1.391780822
Financial Planning dummy directorate,My role was considered important within the Bank and made a difference,About the leaver’s role,Agree,Standard full time,774477,12/05/2023,07/03/2023,Permanent,20/12/2021,2023 / 03,,28/03/2023,Scale D,1.391780822
Financial Planning dummy directorate,I felt equipped with the appropriate resources and tools to effectively carry out my role,About the leaver’s role,Disagree,Standard full time,774697,31/12/2022,20/12/2022,Permanent,31/01/2022,2022 / 12,,20/12/2022,Scale F,0.915068493
Financial Planning dummy directorate,I felt supported by my managers,About the leaver’s role,Strongly Agree,Standard full time,774697,31/12/2022,20/12/2022,Permanent,31/01/2022,2022 / 12,,20/12/2022,Scale F,0.915068493
Financial Planning dummy directorate,I was able to stay on top of the demands of the job and achieve an appropriate work life balance,About the leaver’s role,Not Answered,Standard full time,774697,31/12/2022,20/12/2022,Permanent,31/01/2022,2022 / 12,,20/12/2022,Scale F,0.915068493
Financial Planning dummy directorate,"My knowledge, skills and experience were utilised effectively in the role",About the leaver’s role,Strongly Agree,Standard full time,774697,31/12/2022,20/12/2022,Permanent,31/01/2022,2022 / 12,,20/12/2022,Scale F,0.915068493
Financial Planning dummy directorate,My role was considered important within the Bank and made a difference,About the leaver’s role,Strongly Agree,Standard full time,774697,31/12/2022,20/12/2022,Permanent,31/01/2022,2022 / 12,,20/12/2022,Scale F,0.915068493
Financial Planning dummy directorate,I felt equipped with the appropriate resources and tools to effectively carry out my role,About the leaver’s role,Agree,Standard full time,774746,31/03/2023,29/12/2022,Permanent,07/02/2022,2023 / 01,,27/01/2023,Scale G,1.142465753
Financial Planning dummy directorate,I felt supported by my managers,About the leaver’s role,Strongly Agree,Standard full time,774746,31/03/2023,29/12/2022,Permanent,07/02/2022,2023 / 01,,27/01/2023,Scale G,1.142465753
Financial Planning dummy directorate,I was able to stay on top of the demands of the job and achieve an appropriate work life balance,About the leaver’s role,Not Answered,Standard full time,774746,31/03/2023,29/12/2022,Permanent,07/02/2022,2023 / 01,,27/01/2023,Scale G,1.142465753
Financial Planning dummy directorate,"My knowledge, skills and experience were utilised effectively in the role",About the leaver’s role,Disagree,Standard full time,774746,31/03/2023,29/12/2022,Permanent,07/02/2022,2023 / 01,,27/01/2023,Scale G,1.142465753
Financial Planning dummy directorate,My role was considered important within the Bank and made a difference,About the leaver’s role,Disagree,Standard full time,774746,31/03/2023,29/12/2022,Permanent,07/02/2022,2023 / 01,,27/01/2023,Scale G,1.142465753
Financial Planning dummy directorate,I am satisfied with the way I have been managed.,About the leaver’s role,Agree,Standard full time,774824,02/06/2023,10/04/2023,Permanent,19/04/2022,2023 / 04,,26/04/2023,Scale F,1.120547945
Financial Planning dummy directorate,I have been able to make the best of my skills and knowledge.,About the leaver’s role,Disagree,Standard full time,774824,02/06/2023,10/04/2023,Permanent,19/04/2022,2023 / 04,,26/04/2023,Scale F,1.120547945
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,About the leaver’s role,Strongly Agree,Standard full time,774824,02/06/2023,10/04/2023,Permanent,19/04/2022,2023 / 04,,26/04/2023,Scale F,1.120547945
Financial Planning dummy directorate,I have been suitably equipped to do my job.,About the leaver’s role,Disagree,Standard full time,774824,02/06/2023,10/04/2023,Permanent,19/04/2022,2023 / 04,,26/04/2023,Scale F,1.120547945
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",About the leaver’s role,Agree,Standard full time,774824,02/06/2023,10/04/2023,Permanent,19/04/2022,2023 / 04,,26/04/2023,Scale F,1.120547945
Financial Planning dummy directorate,I felt equipped with the appropriate resources and tools to effectively carry out my role,About the leaver’s role,Agree,Standard full time,774874,08/01/2023,12/12/2022,Fixed-term,28/02/2022,2022 / 12,,13/12/2022,Scale J,0.860273973
Financial Planning dummy directorate,I felt supported by my managers,About the leaver’s role,Agree,Standard full time,774874,08/01/2023,12/12/2022,Fixed-term,28/02/2022,2022 / 12,,13/12/2022,Scale J,0.860273973
Financial Planning dummy directorate,I was able to stay on top of the demands of the job and achieve an appropriate work life balance,About the leaver’s role,Not Answered,Standard full time,774874,08/01/2023,12/12/2022,Fixed-term,28/02/2022,2022 / 12,,13/12/2022,Scale J,0.860273973
Financial Planning dummy directorate,"My knowledge, skills and experience were utilised effectively in the role",About the leaver’s role,Agree,Standard full time,774874,08/01/2023,12/12/2022,Fixed-term,28/02/2022,2022 / 12,,13/12/2022,Scale J,0.860273973
Financial Planning dummy directorate,My role was considered important within the Bank and made a difference,About the leaver’s role,Agree,Standard full time,774874,08/01/2023,12/12/2022,Fixed-term,28/02/2022,2022 / 12,,13/12/2022,Scale J,0.860273973
Financial Planning dummy directorate,I felt equipped with the appropriate resources and tools to effectively carry out my role,About the leaver’s role,Strongly Agree,Standard full time,774867,10/03/2023,07/12/2022,Fixed-term,07/03/2022,2022 / 12,,07/12/2022,Scale G,1.008219178
Financial Planning dummy directorate,I felt supported by my managers,About the leaver’s role,Strongly Agree,Standard full time,774867,10/03/2023,07/12/2022,Fixed-term,07/03/2022,2022 / 12,,07/12/2022,Scale G,1.008219178
Financial Planning dummy directorate,I was able to stay on top of the demands of the job and achieve an appropriate work life balance,About the leaver’s role,Not Answered,Standard full time,774867,10/03/2023,07/12/2022,Fixed-term,07/03/2022,2022 / 12,,07/12/2022,Scale G,1.008219178
Financial Planning dummy directorate,"My knowledge, skills and experience were utilised effectively in the role",About the leaver’s role,Strongly Agree,Standard full time,774867,10/03/2023,07/12/2022,Fixed-term,07/03/2022,2022 / 12,,07/12/2022,Scale G,1.008219178
Financial Planning dummy directorate,My role was considered important within the Bank and made a difference,About the leaver’s role,Strongly Agree,Standard full time,774867,10/03/2023,07/12/2022,Fixed-term,07/03/2022,2022 / 12,,07/12/2022,Scale G,1.008219178
Financial Planning dummy directorate,I am satisfied with the way I have been managed.,About the leaver’s role,Agree,Standard full time,774884,22/09/2023,22/08/2023,Permanent,28/02/2022,2023 / 09,,13/09/2023,Scale H,1.564383562
Financial Planning dummy directorate,I have been able to make the best of my skills and knowledge.,About the leaver’s role,Disagree,Standard full time,774884,22/09/2023,22/08/2023,Permanent,28/02/2022,2023 / 09,,13/09/2023,Scale H,1.564383562
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,About the leaver’s role,Strongly Agree,Standard full time,774884,22/09/2023,22/08/2023,Permanent,28/02/2022,2023 / 09,,13/09/2023,Scale H,1.564383562
Financial Planning dummy directorate,I have been suitably equipped to do my job.,About the leaver’s role,Agree,Standard full time,774884,22/09/2023,22/08/2023,Permanent,28/02/2022,2023 / 09,,13/09/2023,Scale H,1.564383562
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",About the leaver’s role,Disagree,Standard full time,774884,22/09/2023,22/08/2023,Permanent,28/02/2022,2023 / 09,,13/09/2023,Scale H,1.564383562
Financial Planning dummy directorate,I felt equipped with the appropriate resources and tools to effectively carry out my role,About the leaver’s role,Disagree,Standard full time,774979,19/05/2023,23/02/2023,Permanent,21/03/2022,2023 / 02,,23/02/2023,Scale E,1.161643836
Financial Planning dummy directorate,I felt supported by my managers,About the leaver’s role,Prefer not to say,Standard full time,774979,19/05/2023,23/02/2023,Permanent,21/03/2022,2023 / 02,,23/02/2023,Scale E,1.161643836
Financial Planning dummy directorate,I was able to stay on top of the demands of the job and achieve an appropriate work life balance,About the leaver’s role,Not Answered,Standard full time,774979,19/05/2023,23/02/2023,Permanent,21/03/2022,2023 / 02,,23/02/2023,Scale E,1.161643836
Financial Planning dummy directorate,"My knowledge, skills and experience were utilised effectively in the role",About the leaver’s role,Disagree,Standard full time,774979,19/05/2023,23/02/2023,Permanent,21/03/2022,2023 / 02,,23/02/2023,Scale E,1.161643836
Financial Planning dummy directorate,My role was considered important within the Bank and made a difference,About the leaver’s role,Agree,Standard full time,774979,19/05/2023,23/02/2023,Permanent,21/03/2022,2023 / 02,,23/02/2023,Scale E,1.161643836
Financial Planning dummy directorate,I am satisfied with the way I have been managed.,About the leaver’s role,Agree,Standard full time,775244,11/07/2023,12/06/2023,Fixed-term,13/06/2022,2023 / 06,,12/06/2023,Scale G,1.076712329
Financial Planning dummy directorate,I have been able to make the best of my skills and knowledge.,About the leaver’s role,Agree,Standard full time,775244,11/07/2023,12/06/2023,Fixed-term,13/06/2022,2023 / 06,,12/06/2023,Scale G,1.076712329
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,About the leaver’s role,Disagree,Standard full time,775244,11/07/2023,12/06/2023,Fixed-term,13/06/2022,2023 / 06,,12/06/2023,Scale G,1.076712329
Financial Planning dummy directorate,I have been suitably equipped to do my job.,About the leaver’s role,Disagree,Standard full time,775244,11/07/2023,12/06/2023,Fixed-term,13/06/2022,2023 / 06,,12/06/2023,Scale G,1.076712329
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",About the leaver’s role,Disagree,Standard full time,775244,11/07/2023,12/06/2023,Fixed-term,13/06/2022,2023 / 06,,12/06/2023,Scale G,1.076712329
Financial Planning dummy directorate,I felt equipped with the appropriate resources and tools to effectively carry out my role,About the leaver’s role,Agree,Standard full time,775260,06/01/2023,28/11/2022,Permanent,13/06/2022,2022 / 12,,09/12/2022,Scale F,0.567123288
Financial Planning dummy directorate,I felt supported by my managers,About the leaver’s role,Prefer not to say,Standard full time,775260,06/01/2023,28/11/2022,Permanent,13/06/2022,2022 / 12,,09/12/2022,Scale F,0.567123288
Financial Planning dummy directorate,I was able to stay on top of the demands of the job and achieve an appropriate work life balance,About the leaver’s role,Not Answered,Standard full time,775260,06/01/2023,28/11/2022,Permanent,13/06/2022,2022 / 12,,09/12/2022,Scale F,0.567123288
Financial Planning dummy directorate,"My knowledge, skills and experience were utilised effectively in the role",About the leaver’s role,Disagree,Standard full time,775260,06/01/2023,28/11/2022,Permanent,13/06/2022,2022 / 12,,09/12/2022,Scale F,0.567123288
Financial Planning dummy directorate,My role was considered important within the Bank and made a difference,About the leaver’s role,Agree,Standard full time,775260,06/01/2023,28/11/2022,Permanent,13/06/2022,2022 / 12,,09/12/2022,Scale F,0.567123288
Financial Planning dummy directorate,I am satisfied with the way I have been managed.,About the leaver’s role,Agree,Standard full time,775262,28/07/2023,23/06/2023,Fixed-term,06/06/2022,2023 / 06,,26/06/2023,Scale G,1.142465753
Financial Planning dummy directorate,I have been able to make the best of my skills and knowledge.,About the leaver’s role,Agree,Standard full time,775262,28/07/2023,23/06/2023,Fixed-term,06/06/2022,2023 / 06,,26/06/2023,Scale G,1.142465753
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,About the leaver’s role,Strongly Agree,Standard full time,775262,28/07/2023,23/06/2023,Fixed-term,06/06/2022,2023 / 06,,26/06/2023,Scale G,1.142465753
Financial Planning dummy directorate,I have been suitably equipped to do my job.,About the leaver’s role,Strongly Agree,Standard full time,775262,28/07/2023,23/06/2023,Fixed-term,06/06/2022,2023 / 06,,26/06/2023,Scale G,1.142465753
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",About the leaver’s role,Strongly Agree,Standard full time,775262,28/07/2023,23/06/2023,Fixed-term,06/06/2022,2023 / 06,,26/06/2023,Scale G,1.142465753
Financial Planning dummy directorate,I am satisfied with the way I have been managed.,About the leaver’s role,Strongly Agree,Standard full time,775724,18/05/2023,12/04/2023,Permanent,16/05/2022,2023 / 04,,18/04/2023,Scale G,1.005479452
Financial Planning dummy directorate,I have been able to make the best of my skills and knowledge.,About the leaver’s role,Agree,Standard full time,775724,18/05/2023,12/04/2023,Permanent,16/05/2022,2023 / 04,,18/04/2023,Scale G,1.005479452
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,About the leaver’s role,Agree,Standard full time,775724,18/05/2023,12/04/2023,Permanent,16/05/2022,2023 / 04,,18/04/2023,Scale G,1.005479452
Financial Planning dummy directorate,I have been suitably equipped to do my job.,About the leaver’s role,Agree,Standard full time,775724,18/05/2023,12/04/2023,Permanent,16/05/2022,2023 / 04,,18/04/2023,Scale G,1.005479452
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",About the leaver’s role,Agree,Standard full time,775724,18/05/2023,12/04/2023,Permanent,16/05/2022,2023 / 04,,18/04/2023,Scale G,1.005479452
Financial Planning dummy directorate,I am satisfied with the way I have been managed.,About the leaver’s role,Agree,Standard full time,775469,24/08/2023,12/06/2023,Permanent,23/05/2022,2023 / 07,,11/07/2023,Scale I,1.254794521
Financial Planning dummy directorate,I have been able to make the best of my skills and knowledge.,About the leaver’s role,Disagree,Standard full time,775469,24/08/2023,12/06/2023,Permanent,23/05/2022,2023 / 07,,11/07/2023,Scale I,1.254794521
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,About the leaver’s role,Agree,Standard full time,775469,24/08/2023,12/06/2023,Permanent,23/05/2022,2023 / 07,,11/07/2023,Scale I,1.254794521
Financial Planning dummy directorate,I have been suitably equipped to do my job.,About the leaver’s role,Agree,Standard full time,775469,24/08/2023,12/06/2023,Permanent,23/05/2022,2023 / 07,,11/07/2023,Scale I,1.254794521
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",About the leaver’s role,Disagree,Standard full time,775469,24/08/2023,12/06/2023,Permanent,23/05/2022,2023 / 07,,11/07/2023,Scale I,1.254794521
Financial Planning dummy directorate,I felt equipped with the appropriate resources and tools to effectively carry out my role,About the leaver’s role,Not Answered,Standard full time,775507,09/12/2022,14/11/2022,Permanent,06/06/2022,2022 / 12,,09/12/2022,Scale F,0.509589041
Financial Planning dummy directorate,I felt supported by my managers,About the leaver’s role,Not Answered,Standard full time,775507,09/12/2022,14/11/2022,Permanent,06/06/2022,2022 / 12,,09/12/2022,Scale F,0.509589041
Financial Planning dummy directorate,I was able to stay on top of the demands of the job and achieve an appropriate work life balance,About the leaver’s role,Not Answered,Standard full time,775507,09/12/2022,14/11/2022,Permanent,06/06/2022,2022 / 12,,09/12/2022,Scale F,0.509589041
Financial Planning dummy directorate,"My knowledge, skills and experience were utilised effectively in the role",About the leaver’s role,Not Answered,Standard full time,775507,09/12/2022,14/11/2022,Permanent,06/06/2022,2022 / 12,,09/12/2022,Scale F,0.509589041
Financial Planning dummy directorate,My role was considered important within the Bank and made a difference,About the leaver’s role,Not Answered,Standard full time,775507,09/12/2022,14/11/2022,Permanent,06/06/2022,2022 / 12,,09/12/2022,Scale F,0.509589041
Financial Planning dummy directorate,I felt equipped with the appropriate resources and tools to effectively carry out my role,About the leaver’s role,Agree,Standard full time,775542,18/08/2023,13/07/2022,Fixed-term,27/06/2022,2023 / 08,,09/08/2023,Scale H,0.145205479
Financial Planning dummy directorate,I felt supported by my managers,About the leaver’s role,Strongly Agree,Standard full time,775542,18/08/2023,13/07/2022,Fixed-term,27/06/2022,2023 / 08,,09/08/2023,Scale H,0.145205479
Financial Planning dummy directorate,I was able to stay on top of the demands of the job and achieve an appropriate work life balance,About the leaver’s role,Not Answered,Standard full time,775542,18/08/2023,13/07/2022,Fixed-term,27/06/2022,2023 / 08,,09/08/2023,Scale H,0.145205479
Financial Planning dummy directorate,"My knowledge, skills and experience were utilised effectively in the role",About the leaver’s role,Agree,Standard full time,775542,18/08/2023,13/07/2022,Fixed-term,27/06/2022,2023 / 08,,09/08/2023,Scale H,0.145205479
Financial Planning dummy directorate,My role was considered important within the Bank and made a difference,About the leaver’s role,Prefer not to say,Standard full time,775542,18/08/2023,13/07/2022,Fixed-term,27/06/2022,2023 / 08,,09/08/2023,Scale H,0.145205479
Financial Planning dummy directorate,I felt equipped with the appropriate resources and tools to effectively carry out my role,About the leaver’s role,Agree,Standard full time,775596,21/04/2023,23/02/2023,Permanent,04/07/2022,2023 / 03,,21/03/2023,Scale F,0.797260274
Financial Planning dummy directorate,I felt supported by my managers,About the leaver’s role,Agree,Standard full time,775596,21/04/2023,23/02/2023,Permanent,04/07/2022,2023 / 03,,21/03/2023,Scale F,0.797260274
Financial Planning dummy directorate,I was able to stay on top of the demands of the job and achieve an appropriate work life balance,About the leaver’s role,Agree,Standard full time,775596,21/04/2023,23/02/2023,Permanent,04/07/2022,2023 / 03,,21/03/2023,Scale F,0.797260274
Financial Planning dummy directorate,"My knowledge, skills and experience were utilised effectively in the role",About the leaver’s role,Agree,Standard full time,775596,21/04/2023,23/02/2023,Permanent,04/07/2022,2023 / 03,,21/03/2023,Scale F,0.797260274
Financial Planning dummy directorate,My role was considered important within the Bank and made a difference,About the leaver’s role,Agree,Standard full time,775596,21/04/2023,23/02/2023,Permanent,04/07/2022,2023 / 03,,21/03/2023,Scale F,0.797260274
Financial Planning dummy directorate,I am satisfied with the way I have been managed.,About the leaver’s role,Prefer not to say,Standard full time,775644,31/05/2023,28/03/2023,Permanent,01/08/2022,2023 / 04,,25/04/2023,Scale F,0.830136986
Financial Planning dummy directorate,I have been able to make the best of my skills and knowledge.,About the leaver’s role,Disagree,Standard full time,775644,31/05/2023,28/03/2023,Permanent,01/08/2022,2023 / 04,,25/04/2023,Scale F,0.830136986
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,About the leaver’s role,Strongly Agree,Standard full time,775644,31/05/2023,28/03/2023,Permanent,01/08/2022,2023 / 04,,25/04/2023,Scale F,0.830136986
Financial Planning dummy directorate,I have been suitably equipped to do my job.,About the leaver’s role,Agree,Standard full time,775644,31/05/2023,28/03/2023,Permanent,01/08/2022,2023 / 04,,25/04/2023,Scale F,0.830136986
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",About the leaver’s role,Disagree,Standard full time,775644,31/05/2023,28/03/2023,Permanent,01/08/2022,2023 / 04,,25/04/2023,Scale F,0.830136986
Financial Planning dummy directorate,I am satisfied with the way I have been managed.,About the leaver’s role,Strongly Agree,Standard full time,775826,16/10/2023,21/07/2023,Permanent,11/07/2022,2023 / 07,,21/07/2023,Scale G,1.265753425
Financial Planning dummy directorate,I have been able to make the best of my skills and knowledge.,About the leaver’s role,Disagree,Standard full time,775826,16/10/2023,21/07/2023,Permanent,11/07/2022,2023 / 07,,21/07/2023,Scale G,1.265753425
Financial Planning dummy directorate,I have been able to successfully balance my work and personal life.,About the leaver’s role,Agree,Standard full time,775826,16/10/2023,21/07/2023,Permanent,11/07/2022,2023 / 07,,21/07/2023,Scale G,1.265753425
Financial Planning dummy directorate,I have been suitably equipped to do my job.,About the leaver’s role,Disagree,Standard full time,775826,16/10/2023,21/07/2023,Permanent,11/07/2022,2023 / 07,,21/07/2023,Scale G,1.265753425
Financial Planning dummy directorate,"Overall, I am satisfied with my current role at the Bank.",About the leaver’s role,Agree,Standard full time,775826,16/10/2023,21/07/2023,Permanent,11/07/2022,2023 / 07,,21/07/2023,Scale G,1.265753425
